model_id,specialist_group,_groups,pipeline_tag,params_b,active_params_b,vram_q4_gb,vram_fp16_gb,fits_16gb_vram,fits_32gb_ram,downloads,likes,is_moe,is_gguf,library,tags
duyntnet/deepseek-coder-1.3b-instruct-imatrix-GGUF,code,code,text-generation,1.75,,2.48,5.0,True,True,1411,0,False,True,transformers,"transformers,gguf,imatrix,deepseek-ai,deepseek-coder-1.3b-instruct"
Zyroxx66/SmolLM2-135M-FunctionCalling-100K,edge-small,edge-small,text-generation,7,,5.42,15.5,True,True,1411,0,False,False,transformers,"transformers,safetensors,llama,text-generation,generated_from_trainer"
QuantFactory/SmolLM2-360M-Instruct-GGUF,edge-small,edge-small,,7,,5.42,15.5,True,True,1403,4,False,True,transformers,"transformers,gguf,en,license:apache-2.0,endpoints_compatible"
mradermacher/MD-Coder-Qwen3-8B-GGUF,code,code,,8.0,,5.98,17.5,True,True,1389,2,False,True,transformers,"transformers,gguf,text-generation-inference,unsloth,qwen3"
software-mansion/react-native-executorch-smolLm-2,edge-small,edge-small,text-generation,7,,5.42,15.5,True,True,1389,1,False,False,,"executorch,text-generation,conversational,license:apache-2.0,region:us"
litert-community/SmolLM-135M-Instruct,edge-small,edge-small,text-generation,7,,5.42,15.5,True,True,1389,11,False,False,litert-lm,"litert-lm,tflite,chat,text-generation,base_model:HuggingFaceTB/SmolLM-135M-Instruct"
Olak17/Qwen2.5-Coder-1.5B-Unsensored-DPO-i1-GGUF,code,code,,1.5,,2.34,4.5,True,True,1384,2,False,True,transformers,"transformers,gguf,trl,dpo,en"
GauravGosain/Qwopus3.5-9B-Coder-DFlash-GGUF,code,code,,9.0,,6.54,19.5,True,True,1363,3,False,True,,"gguf,llama.cpp,speculative-decoding,dflash,draft-model"
mradermacher/Josiefied-Qwen3-8B-security-abliterated-v1-i1-GGUF,security,security,,8.0,,5.98,17.5,True,True,1359,0,False,True,transformers,"transformers,gguf,en,base_model:bizkut/Josiefied-Qwen3-8B-security-abliterated-v1,base_model:quantized:bizkut/Josiefied-Qwen3-8B-security-abliterated-v1"
Felladrin/gguf-SmolLM-135M-Instruct,edge-small,edge-small,,7,,5.42,15.5,True,True,1352,0,False,True,,"gguf,base_model:HuggingFaceTB/SmolLM-135M-Instruct,base_model:quantized:HuggingFaceTB/SmolLM-135M-Instruct,endpoints_compatible,region:us"
bartowski/goppa-ai_Goppa-LogiLlama-GGUF,log-anomaly,log-anomaly,text-generation,1.55,,2.37,4.6,True,True,1341,2,False,True,,"gguf,full,generated_from_trainer,nlp,text-generation"
DavidAU/L3.1-MOE-8X8B-Dark-Planet-8D-Mirrored-Chaos-Uncensored-47B-GGUF,moe-split,moe-split,text-generation,8.0,,5.98,17.5,True,True,1330,15,True,True,transformers,"transformers,gguf,mergekit,moe,llama 3.1"
kshitijthakkar/loggenix-moe-0.4B-0.2A-sft-s4,log-anomaly,log-anomaly,text-generation,0.4,,1.72,2.3,True,True,1329,1,True,True,transformers,"transformers,safetensors,gguf,qwen3_moe,text-generation"
WithinUsAI/IBM-Grok4-Ultra.Fast.Coder-1B-GGUF,code,code,text-generation,1.0,,2.06,3.5,True,True,1328,8,False,True,gguf,"gguf,llama,1b,text-generation,local-llm"
mradermacher/MoNeuTrix-MoE-4x7B-i1-GGUF,moe-split,moe-split,,7.0,,5.42,15.5,True,True,1324,0,True,True,transformers,"transformers,gguf,moe,frankenmoe,merge"
tencent/WeMM-Embedding-9B,embedding,embedding,feature-extraction,9.0,,6.54,19.5,True,True,1318,95,False,False,transformers,"transformers,safetensors,qwen3_5,image-text-to-text,sentence-transformers"
amai-gsu/SmolLM2-360M-Instruct-Q4_K_M-GGUF,edge-small,edge-small,text-generation,7,,5.42,15.5,True,True,1261,0,False,True,transformers,"transformers,gguf,safetensors,onnx,transformers.js"
bigatuna/Qwen3.5-9b-Sushi-Coder-RL-MLX,code,code,text-generation,1.75,,2.48,5.0,True,True,1255,15,False,False,mlx,"mlx,safetensors,qwen3_5,mlx-vlm,apple-silicon"
mradermacher/droplychee-moe-v2-i1-GGUF,moe-split,moe-split,,35.0,,21.1,71.5,False,True,1239,0,True,True,transformers,"transformers,gguf,text-generation-inference,unsloth,glm4_moe_lite"
QuantFactory/deepseek-coder-1.3B-kexer-GGUF,code,code,,1.3,,2.23,4.1,True,True,1215,3,False,True,,"gguf,code,dataset:JetBrains/KExercises,base_model:deepseek-ai/deepseek-coder-1.3b-base,base_model:quantized:deepseek-ai/deepseek-coder-1.3b-base"
RichardErkhov/Steelskull_-_Umbra-v3-MoE-4x11b-2ex-gguf,moe-split,moe-split,,35.0,,21.1,71.5,False,True,1193,1,False,True,,"gguf,endpoints_compatible,region:us,conversational"
mradermacher/Qwen3-Embedding-4B-GGUF,embedding,embedding,feature-extraction,4.0,,3.74,9.5,True,True,1164,0,False,True,transformers,"transformers,gguf,sentence-transformers,sentence-similarity,feature-extraction"
sandepaAI/sandepa_ai_coder_435m_small_moe,code,code,text-generation,1.75,,2.48,5.0,True,True,1161,1,True,True,transformers,"transformers,safetensors,gguf,mixtral,text-generation"
mradermacher/Parable-SmolLM3-3B-Claude-Fable-5-GGUF,edge-small,edge-small,,3.0,,3.18,7.5,True,True,1156,1,False,True,transformers,"transformers,gguf,safetensors,qlora,agentic"
mradermacher/Mixtral_7Bx4_MOE_24B-i1-GGUF,moe-split,moe-split,,7.0,,5.42,15.5,True,True,1147,0,True,True,transformers,"transformers,gguf,en,base_model:cloudyu/Mixtral_7Bx4_MOE_24B,base_model:quantized:cloudyu/Mixtral_7Bx4_MOE_24B"
mradermacher/IBM-Grok4-UltraFast-Coder-1B-GGUF,code,code,text-generation,1.0,,2.06,3.5,True,True,1144,2,False,True,transformers,"transformers,gguf,granite,ibm,full-finetune"
lmstudio-community/SmolLM2-360M-Instruct-GGUF,edge-small,edge-small,text-generation,7,,5.42,15.5,True,True,1136,1,False,True,,"gguf,text-generation,en,base_model:HuggingFaceTB/SmolLM2-360M-Instruct,base_model:quantized:HuggingFaceTB/SmolLM2-360M-Instruct"
Forturne/Qwen3-Embedding-4B-INT4-GPTQ,embedding,embedding,,4.0,,3.74,9.5,True,True,1130,0,False,False,,"safetensors,qwen3,compressed-tensors,region:us"
LostGentoo/Qwen3-Embedding-8B-AWQ,embedding,embedding,feature-extraction,8.0,,5.98,17.5,True,True,1090,1,False,False,transformers,"transformers,safetensors,qwen3,feature-extraction,embedding"
Koshkasa/Vortex5_G4-Midnight-Macaw-26B-A4B-MXFP4_MOE-GGUF,moe-split,moe-split,text-generation,26.0,4.0,16.06,53.5,False,True,1076,0,True,True,ik_llama.cpp,"ik_llama.cpp,gguf,quantized,llama.cpp,roleplay"
QuantFactory/Qwen2.5-Coder-1.5B-Instruct-GGUF,code,code,text-generation,1.5,,2.34,4.5,True,True,1068,3,False,True,transformers,"transformers,gguf,code,codeqwen,chat"
vijil/prompt-injection-v4-b2-20260815,security,security,,7,,5.42,15.5,True,True,1048,0,False,False,,"safetensors,modernbert,prompt-injection,jailbreak,mmbert"
King3Djbl/nexus-coder-GGUF,code,code,text-generation,1.75,,2.48,5.0,True,True,1048,1,False,True,gguf,"gguf,1.5b,coder,domain-specialist,fableforge"
RichardErkhov/CultriX_-_NeuralMona_MoE-4x7B-gguf,moe-split,moe-split,,7.0,,5.42,15.5,True,True,1045,1,False,True,,"gguf,endpoints_compatible,region:us"
mradermacher/Qwen3-Embedding-8B-i1-GGUF,embedding,embedding,feature-extraction,8.0,,5.98,17.5,True,True,1039,2,False,True,transformers,"transformers,gguf,sentence-transformers,sentence-similarity,feature-extraction"
nightmedia/Qwen3.5-9B-Claude-Deckard-Agent-Coder-Heretic-qx86-hi-mlx,code,code,image-text-to-text,9.0,,6.54,19.5,True,True,1038,9,False,False,transformers,"transformers,safetensors,qwen3_5,image-text-to-text,unsloth"
mradermacher/GME-VARCO-VISION-Embedding-i1-GGUF,embedding,embedding,,6.5,,5.14,14.5,True,True,1032,0,False,True,transformers,"transformers,gguf,multimodal,video embedding,ncsoft"
Octen/Octen-Embedding-8B-INT8,embedding,embedding,sentence-similarity,8.0,,5.98,17.5,True,True,1032,7,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen3,sentence-similarity,feature-extraction"
mradermacher/Umbra-v2.1-MoE-4x10.7-i1-GGUF,moe-split,moe-split,,35.0,,21.1,71.5,False,True,1006,0,True,True,transformers,"transformers,gguf,moe,merge,mergekit"
DmitryDB/Qwen3.6-35B-A3B-heretic-moe-balanced-v2,moe-split,moe-split,,35.0,3.0,21.1,71.5,False,True,1005,0,True,True,,"safetensors,gguf,heretic,abliterated,uncensored"
unsloth/Qwen2.5-Coder-1.5B,code,code,text-generation,1.5,,2.34,4.5,True,True,1004,6,False,False,transformers,"transformers,safetensors,qwen2,text-generation,unsloth"
batiai/Qwen3-VL-Embedding-8B-GGUF,embedding,embedding,sentence-similarity,8.0,,5.98,17.5,True,True,998,7,False,True,llama.cpp,"llama.cpp,gguf,qwen,qwen3,embedding"
bartowski/Yi-Coder-1.5B-GGUF,code,code,text-generation,1.5,,2.34,4.5,True,True,992,3,False,True,,"gguf,text-generation,base_model:01-ai/Yi-Coder-1.5B,base_model:quantized:01-ai/Yi-Coder-1.5B,license:apache-2.0"
mradermacher/DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Deep-Thinker-Uncensored-24B-i1-GGUF,moe-split,moe-split,,8.0,,5.98,17.5,True,True,988,6,False,True,transformers,"transformers,gguf,mergekit,merge,en"
MaziyarPanahi/Calme-4x7B-MoE-v0.2-GGUF,moe-split,moe-split,text-generation,7.0,,5.42,15.5,True,True,978,5,True,True,transformers,"transformers,gguf,mistral,quantized,2-bit"
xprilion/Qwen3.5-2B-coder,code,code,,2.0,,2.62,5.5,True,True,977,1,False,True,,"gguf,qwen3_5,llama.cpp,unsloth,vision-language-model"
gesong2077/Qwen3-Embedding-4B-FP8,embedding,embedding,,4.0,,3.74,9.5,True,True,977,1,False,False,,"safetensors,qwen3,license:apache-2.0,compressed-tensors,region:us"
rahul7star/Qwen3.5-0.8B-Coder-Calude-Full,code,code,image-text-to-text,0.8,,1.95,3.1,True,True,967,2,False,True,transformers,"transformers,safetensors,gguf,qwen3_5,image-text-to-text"
dangvansam/vietnamese-prompt-injection,security,security,text-classification,7,,5.42,15.5,True,True,957,1,False,False,,"safetensors,deberta-v2,text-classification,prompt-injection,vietnamese"
noctrex/Qwen3.6-35B-A3B-uncensored-heretic-MXFP4_MOE-GGUF,moe-split,moe-split,image-text-to-text,35.0,3.0,21.1,71.5,False,True,952,4,True,True,,"gguf,image-text-to-text,base_model:llmfan46/Qwen3.6-35B-A3B-uncensored-heretic,base_model:quantized:llmfan46/Qwen3.6-35B-A3B-uncensored-heretic,endpoints_compatible"
FreedomAISVR/Qwen3.6-35B-A3B-MXFP4-MOE-Fast-GGUF,moe-split,moe-split,image-text-to-text,35.0,3.0,21.1,71.5,False,True,952,7,True,True,gguf,"gguf,qwen,qwen3_5_moe,qwen3_6,mxfp4"
TobiasLogic/qwen-2.5-coder-Uncensored,code,code,text-generation,1.75,,2.48,5.0,True,True,940,3,False,True,transformers,"transformers,safetensors,gguf,qwen2,text-generation"
Koshkasa/Vortex5_Phoenix-X-26B-A4B-MXFP4_MOE-GGUF,moe-split,moe-split,text-generation,26.0,4.0,16.06,53.5,False,True,921,1,True,True,llama.cpp,"llama.cpp,gguf,quantized,roleplay,mixed precision"
noctrex/Qwen3.6-35B-A3B-MXFP4_MOE-GGUF,moe-split,moe-split,image-text-to-text,35.0,3.0,21.1,71.5,False,True,910,10,True,True,,"gguf,image-text-to-text,base_model:Qwen/Qwen3.6-35B-A3B,base_model:quantized:Qwen/Qwen3.6-35B-A3B,endpoints_compatible"
devndeploy/bert-prompt-injection-detector,security,security,text-classification,7,,5.42,15.5,True,True,897,0,False,False,,"safetensors,bert,text-classification,prompt-injection,security"
logasanjeev/bert-emotion-classifier,log-anomaly,log-anomaly,text-classification,1.55,,2.37,4.6,True,True,896,12,False,False,transformers,"transformers,onnx,safetensors,bert,text-classification"
nm-testing/w4a16_moe-e2e,moe-split,moe-split,,35.0,,21.1,71.5,False,True,884,0,True,False,,"safetensors,qwen3_moe,compressed-tensors,region:us"
LCO-Embedding/LCO-Embedding-Omni-3B-2605,embedding,embedding,feature-extraction,3.0,,3.18,7.5,True,True,879,16,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen2_5_omni_thinker,image-text-to-text,multimodal-embedding"
mradermacher/Boundary-4x7b-MoE-i1-GGUF,moe-split,moe-split,,35.0,,21.1,71.5,False,True,873,0,True,True,transformers,"transformers,gguf,moe,merge,mergekit"
RichardErkhov/CodeGPTPlus_-_deepseek-coder-1.3b-typescript-gguf,code,code,,1.75,,2.48,5.0,True,True,866,0,False,True,,"gguf,endpoints_compatible,region:us"
mradermacher/Replete-Coder-Qwen2-1.5b-i1-GGUF,code,code,,1.75,,2.48,5.0,True,True,865,0,False,True,transformers,"transformers,gguf,text-generation-inference,unsloth,qwen2"
meshllm/Qwen3-Coder-Next-UD-Q4_K_XL-layers,code,code,text-generation,1.75,,2.48,5.0,True,True,848,0,False,True,mesh-llm,"mesh-llm,gguf,layer-package,skippy,distributed-inference"
Forturne/Qwen3-VL-Embedding-8B-NVFP4,embedding,embedding,,8.0,,5.98,17.5,True,True,845,1,False,False,,"safetensors,qwen3_vl,8-bit,compressed-tensors,region:us"
mradermacher/rombos_Replete-Coder-Qwen2-1.5b-GGUF,code,code,,1.75,,2.48,5.0,True,True,840,1,False,True,transformers,"transformers,gguf,text-generation-inference,unsloth,qwen2"
collin-park/Qwen3-VL-Embedding-8B-W8A8,embedding,embedding,image-text-to-text,8.0,,5.98,17.5,True,True,833,1,False,False,transformers,"transformers,safetensors,qwen3_vl,image-text-to-text,embedding"
bebrws/security-8b,security,security,,9.0,,6.54,19.5,True,True,830,1,False,True,,"safetensors,gguf,qwen3,cybersecurity,agentic"
QuantFactory/Qwen2.5-Coder-1.5B-GGUF,code,code,text-generation,1.5,,2.34,4.5,True,True,813,2,False,True,transformers,"transformers,gguf,code,qwen,qwen-coder"
tomaarsen/Qwen3-VL-Embedding-8B,embedding,embedding,sentence-similarity,8.0,,5.98,17.5,True,True,807,0,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen3_vl,image-text-to-text,transformers"
tihilya/modernbert-base-prompt-injection-detection,security,security,,7,,5.42,15.5,True,True,798,0,False,False,,"onnx,safetensors,modernbert,base_model:answerdotai/ModernBERT-base,base_model:quantized:answerdotai/ModernBERT-base"
DavidAU/Mistral-MOE-4X7B-Dark-MultiVerse-24B-GGUF,moe-split,moe-split,text-generation,7.0,,5.42,15.5,True,True,797,12,True,True,,"gguf,mixture of experts,moe,4x7B,mistral MOE"
mradermacher/Qwen3-Embedding-8B-GGUF,embedding,embedding,feature-extraction,8.0,,5.98,17.5,True,True,788,2,False,True,transformers,"transformers,gguf,sentence-transformers,sentence-similarity,feature-extraction"
XReyRobert/Qwen3.8-27B-W4A16-AutoRound-INT8-Head-Embeddings,embedding,embedding,image-text-to-text,27.0,,16.62,55.5,False,True,775,0,False,False,transformers,"transformers,safetensors,qwen3_5,image-text-to-text,qwen3.8"
RichardErkhov/deepseek-ai_-_deepseek-coder-1.3b-instruct-gguf,code,code,,1.75,,2.48,5.0,True,True,772,0,False,True,,"gguf,endpoints_compatible,region:us,conversational"
jinaai/jina-embeddings-v4-text-matching-GGUF,embedding,embedding,,6.5,,5.14,14.5,True,True,770,9,False,True,,"gguf,base_model:jinaai/jina-embeddings-v4,base_model:quantized:jinaai/jina-embeddings-v4,endpoints_compatible,region:eu"
LCO-Embedding/LCO-Embedding-Omni-7B,embedding,embedding,feature-extraction,7.0,,5.42,15.5,True,True,768,27,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen2_5_omni_thinker,image-text-to-text,transformers"
ds-vga/Qwen3.5-0.8B-coder-autocomplete,code,code,,0.8,,1.95,3.1,True,True,763,0,False,True,,"gguf,qwen3_5,llama.cpp,unsloth,vision-language-model"
Koshkasa/Vortex5_Shadow-Siren-26B-A4B-MXFP4_MOE-GGUF,moe-split,moe-split,text-generation,26.0,4.0,16.06,53.5,False,True,761,0,True,True,llama.cpp,"llama.cpp,gguf,quantized,roleplay,mxfp4"
mradermacher/llama-3.2-1B-log-analyzer-GGUF,log-anomaly,log-anomaly,,1.0,,2.06,3.5,True,True,749,0,False,True,transformers,"transformers,gguf,en,endpoints_compatible,region:us"
mradermacher/Qwen2.5-Coder-1.5B-Unsensored-DPO-i1-GGUF,code,code,,1.5,,2.34,4.5,True,True,748,1,False,True,transformers,"transformers,gguf,trl,dpo,en"
jinaai/jina-embeddings-v4-text-code-GGUF,embedding,embedding,,6.5,,5.14,14.5,True,True,740,12,False,True,,"gguf,base_model:jinaai/jina-embeddings-v4,base_model:quantized:jinaai/jina-embeddings-v4,endpoints_compatible,region:eu"
mradermacher/Mixtral_7Bx4_MOE_DPO-i1-GGUF,moe-split,moe-split,,7.0,,5.42,15.5,True,True,733,0,True,True,transformers,"transformers,gguf,en,base_model:cloudyu/Mixtral_7Bx4_MOE_DPO,base_model:quantized:cloudyu/Mixtral_7Bx4_MOE_DPO"
majentik/Qwen3-Embedding-4B-GGUF-Q8_0,embedding,embedding,feature-extraction,4.0,,3.74,9.5,True,True,728,2,False,True,gguf,"gguf,llama-cpp,embeddings,sentence-similarity,feature-extraction"
meshllm/Qwen3-Coder-30B-A3B-Instruct-UD-Q4_K_XL-layers,code,code,text-generation,30.0,3.0,18.3,61.5,False,True,722,0,True,True,mesh-llm,"mesh-llm,gguf,layer-package,skippy,distributed-inference"
whcl412/LycheeAI-coder-1.7b-GGUF,code,code,text-generation,1.75,,2.48,5.0,True,True,722,0,False,True,,"gguf,qwen3,coder,lora,code"
Octen/Octen-Embedding-4B-INT8,embedding,embedding,sentence-similarity,4.0,,3.74,9.5,True,True,719,6,False,False,sentence-transformers,"sentence-transformers,safetensors,qwen3,sentence-similarity,feature-extraction"
TheBloke/Starling-LM-alpha-8x7B-MoE-GGUF,moe-split,moe-split,,7.0,,5.42,15.5,True,True,719,9,False,True,transformers,"transformers,gguf,mixtral,reward model,RLHF"
mradermacher/Mixtral_13Bx2_MOE_22B-i1-GGUF,moe-split,moe-split,,13.0,,8.78,27.5,True,True,714,1,True,True,transformers,"transformers,gguf,en,base_model:cloudyu/Mixtral_13Bx2_MOE_22B,base_model:quantized:cloudyu/Mixtral_13Bx2_MOE_22B"
mradermacher/Lumosia-v2-MoE-4x10.7-i1-GGUF,moe-split,moe-split,,35.0,,21.1,71.5,False,True,695,1,True,True,transformers,"transformers,gguf,Solar Moe,Solar,Lumosia"
kayacrypto/Qwen2.5-Coder-1.5B-Instruct-Gensyn-Swarm-mute_tall_zebra,code,code,text-generation,1.5,,2.34,4.5,True,True,693,0,False,False,transformers,"transformers,safetensors,qwen2,text-generation,rl-swarm"
noctrex/KAT-Coder-V2.5-Dev-MXFP4_MOE-GGUF,moe-split,moe-split,text-generation,35.0,,21.1,71.5,False,True,692,2,False,True,,"gguf,text-generation,base_model:Kwaipilot/KAT-Coder-V2.5-Dev,base_model:quantized:Kwaipilot/KAT-Coder-V2.5-Dev,endpoints_compatible"
mphd1/gpt2large-logit-b4,log-anomaly,log-anomaly,text-generation,1.55,,2.37,4.6,True,True,691,0,False,False,transformers,"transformers,safetensors,gpt2,text-generation,generated_from_trainer"
mradermacher/Qwen3-Shining-Valiant-Instruct-Fast-CODER-Reasoning-2.4B-i1-GGUF,code,code,,2.4,,2.84,6.3,True,True,673,0,False,True,transformers,"transformers,gguf,merge,programming,code generation"
RichardErkhov/dat-lequoc_-_fast-apply-16bit-v0.v15.4-Qwen2.5-Coder-1.5B-Instruct-gguf,code,code,,1.5,,2.34,4.5,True,True,670,0,False,True,,"gguf,endpoints_compatible,region:us,conversational"
Koshkasa/Vortex5_G4-Dark-Soul-26B-A4B-MXFP4_MoE-GGUF,moe-split,moe-split,text-generation,26.0,4.0,16.06,53.5,False,True,670,1,True,True,ik_llama.cpp,"ik_llama.cpp,gguf,quantized,llama.cpp,roleplay"
mlx-community/DeepSeek-Coder-V2-Lite-Instruct-4bit,code,code,,1.75,,2.48,5.0,True,True,667,2,False,False,mlx,"mlx,safetensors,deepseek_v2,custom_code,base_model:deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct"
DmitryDB/Qwen3-VL-32B-Instruct-Heretic-MOE-v1,moe-split,moe-split,,32.0,,19.42,65.5,False,True,664,2,False,True,transformers,"transformers,safetensors,gguf,qwen3-vl,heretic"
mradermacher/Replete-Coder-Qwen2-1.5b-GGUF,code,code,,1.75,,2.48,5.0,True,True,662,1,False,True,transformers,"transformers,gguf,text-generation-inference,unsloth,qwen2"
Creekside/lfm-230-cpt-logic-v1,log-anomaly,log-anomaly,text-generation,1.55,,2.37,4.6,True,True,653,0,False,False,transformers,"transformers,safetensors,lfm2,text-generation,text-generation-inference"
RichardErkhov/MadMarx37_-_deepseek-coder-1.3b-python-peft-gguf,code,code,,1.75,,2.48,5.0,True,True,649,0,False,True,,"gguf,endpoints_compatible,region:us"
mlx-community/Llama-3.2-8X4B-MOE-V2-Dark-Champion-Instruct-uncensored-abliterated-21B-Q_6-MLX,moe-split,moe-split,text-generation,4.0,,3.74,9.5,True,True,639,3,True,False,mlx,"mlx,safetensors,mixtral,Llama 3.2,8 X 4B"
TheBloke/SOLARC-MOE-10.7Bx4-GGUF,moe-split,moe-split,text-generation,10.7,,7.49,22.9,True,True,633,19,True,True,transformers,"transformers,gguf,mixtral,text-generation,ko"
pinkelephantlimited/pinkelephant-llm-48b-moe-base,moe-split,moe-split,text-generation,35.0,,21.1,71.5,False,True,628,0,True,False,transformers,"transformers,safetensors,pinkelephant_moe,moe,mixture-of-experts"
fredstrey/deberta-v3-base-prompt-injection-v3,security,security,text-classification,7,,5.42,15.5,True,True,627,1,False,False,,"safetensors,deberta-v2,text-classification,prompt-injection,deberta"
bartowski/Replete-Coder-Qwen2-1.5b-GGUF,code,code,text-generation,1.75,,2.48,5.0,True,True,627,14,False,True,transformers,"transformers,gguf,text-generation-inference,unsloth,qwen2"
01-ai/Yi-Coder-1.5B-Chat,code,code,text-generation,1.5,,2.34,4.5,True,True,626,41,False,False,transformers,"transformers,safetensors,llama,text-generation,conversational"
mradermacher/Qwopus-MoE-35B-A3B-i1-GGUF,moe-split,moe-split,,35.0,3.0,21.1,71.5,False,True,623,3,True,True,transformers,"transformers,gguf,qwen3.5,moe,reasoning"
second-state/Yi-Coder-1.5B-Chat-GGUF,code,code,text-generation,1.5,,2.34,4.5,True,True,622,0,False,True,,"gguf,llama,text-generation,base_model:01-ai/Yi-Coder-1.5B-Chat,base_model:quantized:01-ai/Yi-Coder-1.5B-Chat"
Qwen/Qwen2.5-Coder-0.5B-Instruct-AWQ,code,code,text-generation,0.5,,1.78,2.5,True,True,617,3,False,False,transformers,"transformers,safetensors,qwen2,text-generation,code"
CelesteImperia/Gemma-4-26B-MoE-GGUF,moe-split,moe-split,,26.0,,16.06,53.5,False,True,614,9,True,True,,"safetensors,gguf,gemma-4,moe,128-experts"
mradermacher/Mixtral_7Bx4_MOE_24B-GGUF,moe-split,moe-split,,7.0,,5.42,15.5,True,True,607,0,True,True,transformers,"transformers,gguf,en,base_model:cloudyu/Mixtral_7Bx4_MOE_24B,base_model:quantized:cloudyu/Mixtral_7Bx4_MOE_24B"
RDson/Llama-3-Magenta-Instruct-4x8B-MoE-GGUF,moe-split,moe-split,,8.0,,5.98,17.5,True,True,593,1,True,True,,"gguf,moe,llama,3,llama 3"
ICT-TIME-and-Querit/ICT-TIME-and-Querit-embedding-v1,embedding,embedding,sentence-similarity,6.5,,5.14,14.5,True,True,591,0,False,False,transformers,"transformers,safetensors,qwen3,text-generation,mergekit"
mradermacher/Qwen3-VL-Embedding-8B-i1-GGUF,embedding,embedding,,8.0,,5.98,17.5,True,True,590,1,False,True,transformers,"transformers,gguf,sentence-transformers,multimodal embedding,qwen"
mradermacher/Carnice-MoE-35B-A3B-i1-GGUF,moe-split,moe-split,,35.0,3.0,21.1,71.5,False,True,583,1,True,True,transformers,"transformers,gguf,qwen3.5,moe,hermes"
Casual-Autopsy/Qwen3-Embedding-4B-GGUFs,embedding,embedding,feature-extraction,4.0,,3.74,9.5,True,True,582,1,False,True,sentence-transformers,"sentence-transformers,gguf,sentence-similarity,feature-extraction,text-embeddings-inference"
Brunobkr/OFFELLIA_MXFP4_MOE_gemma-4-26B-A4B-it-ultra-uncensored-heretic.gguf,moe-split,moe-split,,26.0,4.0,16.06,53.5,False,True,575,3,True,True,,"gguf,endpoints_compatible,region:us,conversational"
DavidAU/Llama3.1-MOE-4X8B-Gated-IQ-Multi-Tier-Deep-Reasoning-32B-GGUF,moe-split,moe-split,text-generation,8.0,,5.98,17.5,True,True,570,11,True,True,,"gguf,all use cases,creative,creative writing,all genres"
DavidAU/L3-4X8B-MOE-Dark-Planet-Infinite-25B-GGUF,moe-split,moe-split,text-generation,8.0,,5.98,17.5,True,True,567,17,True,True,,"gguf,mixture of experts,moe,4x8B,Llama3 MOE"
FreedomAISVR/Ornith-1.0-35B-MXFP4-MOE-GGUF,moe-split,moe-split,text-generation,35.0,,21.1,71.5,False,True,565,0,True,True,transformers,"transformers,gguf,qwen,qwen3.5,moe"
mradermacher/Euler-Legal-Embedding-V3-GGUF,embedding,embedding,,6.5,,5.14,14.5,True,True,561,0,False,True,transformers,"transformers,gguf,en,base_model:Mira190/Euler-Legal-Embedding-V3,base_model:quantized:Mira190/Euler-Legal-Embedding-V3"
mradermacher/Josiefied-Qwen3-8B-security-abliterated-v1-GGUF,security,security,,8.0,,5.98,17.5,True,True,558,0,False,True,transformers,"transformers,gguf,en,base_model:bizkut/Josiefied-Qwen3-8B-security-abliterated-v1,base_model:quantized:bizkut/Josiefied-Qwen3-8B-security-abliterated-v1"
tencent/WeMM-Embedding-4B,embedding,embedding,feature-extraction,4.0,,3.74,9.5,True,True,555,25,False,False,transformers,"transformers,safetensors,qwen3_5,image-text-to-text,sentence-transformers"
mradermacher/Umbra-v3-MoE-4x11b-2ex-GGUF,moe-split,moe-split,,35.0,,21.1,71.5,False,True,551,0,True,True,transformers,"transformers,gguf,moe,frankenmoe,merge"
mradermacher/PiVoT-MoE-i1-GGUF,moe-split,moe-split,,35.0,,21.1,71.5,False,True,550,0,True,True,transformers,"transformers,gguf,en,base_model:maywell/PiVoT-MoE,base_model:quantized:maywell/PiVoT-MoE"
mradermacher/Mistral-2x22B-MOE-Power-Codestral-Ultimate-39B-i1-GGUF,moe-split,moe-split,,22.0,,13.82,45.5,True,True,544,1,True,True,transformers,"transformers,gguf,merge,programming,code generation"
opena2a/nanomind-security-analyst,security,security,text-generation,1.75,,2.48,5.0,True,True,534,5,False,True,transformers,"transformers,safetensors,gguf,qwen3,text-generation"
huihui-ai/BaronLLM_Offensive_Security-abliterated-GGUF,security,security,text-generation,9.0,,6.54,19.5,True,True,524,58,False,True,transformers,"transformers,gguf,llama-cpp,gguf-my-repo,chat"
ZySec-AI/SecurityLLM,security,security,text-generation,9.0,,6.54,19.5,True,True,500,117,False,False,transformers,"transformers,safetensors,mistral,text-generation,security"
Mungert/Qwen3-Embedding-8B-GGUF,embedding,embedding,feature-extraction,8.0,,5.98,17.5,True,True,500,4,False,True,sentence-transformers,"sentence-transformers,gguf,transformers,sentence-similarity,feature-extraction"
QuaduxIT/Qwen3-Embedding-8B-W8A16,embedding,embedding,feature-extraction,8.0,,5.98,17.5,True,True,492,0,False,False,transformers,"transformers,safetensors,qwen3,feature-extraction,sentence-transformers"
